日時,ウィンドウタイトル
2025-12-23 13:45,Exchange admin center - Google Chrome
2025-12-23 13:46,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:47,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:48,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:49,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:50,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:51,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:52,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:53,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:54,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:55,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:56,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:57,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:58,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 13:59,アクティブなグループ - Exchange admin center - Google Chrome
2025-12-23 14:00,LINE WORKS
2025-12-23 14:01,Windows の既定のロック画面
2025-12-23 14:02,Windows の既定のロック画面
2025-12-23 14:03,Windows の既定のロック画面
2025-12-23 14:04,Windows の既定のロック画面
2025-12-23 14:05,Windows の既定のロック画面
2025-12-23 14:06,Windows の既定のロック画面
2025-12-23 14:07,Windows の既定のロック画面
2025-12-23 14:08,Windows の既定のロック画面
2025-12-23 14:09,Windows の既定のロック画面
2025-12-23 14:10,Windows の既定のロック画面
2025-12-23 14:11,IDLE/Locked
2025-12-23 14:12,Admin - Google Chrome
2025-12-23 14:13,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 14:14,Admin - Google Chrome
2025-12-23 14:15,社内システム情報管理
2025-12-23 14:16,社内システム情報管理
2025-12-23 14:17,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 14:18,Admin - Google Chrome
2025-12-23 14:19,Admin - Google Chrome
2025-12-23 14:20,01 社内PC登録作業.xlsx - Google Chrome
2025-12-23 14:21,SPC Mailエスティー - ユーザ管理 - Google Chrome
2025-12-23 14:22,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 14:23,SPC Mailエスティー - ユーザ管理 - Google Chrome
2025-12-23 14:24,SPC Mailエスティー - ユーザ管理 - Google Chrome
2025-12-23 14:25,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 14:26,01 社内PC登録作業.xlsx - Google Chrome
2025-12-23 14:27,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 14:28,Internet Services - Google Chrome
2025-12-23 14:29,01 社内PC登録作業.xlsx - Google Chrome
2025-12-23 14:30,Internet Services - Google Chrome
2025-12-23 14:31,Internet Services - Google Chrome
2025-12-23 14:32,Internet Services - Google Chrome
2025-12-23 14:33,90Canon-Scanその他のタブを 2 する - エクスプローラー
2025-12-23 14:34,Internet Services - Google Chrome
2025-12-23 14:35,Internet Services - Google Chrome
2025-12-23 14:36,90Canon-Scanその他のタブを 2 する - エクスプローラー
2025-12-23 14:37,Internet Services - Google Chrome
2025-12-23 14:38,Internet Services - Google Chrome
2025-12-23 14:39,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 14:40,Admin - Google Chrome
2025-12-23 14:41,Admin - Google Chrome
2025-12-23 14:42,Admin - Google Chrome
2025-12-23 14:43,Admin - Google Chrome
2025-12-23 14:44,Admin - Google Chrome
2025-12-23 14:45,Admin - Google Chrome
2025-12-23 14:46,Admin - Google Chrome
2025-12-23 14:47,Admin - Google Chrome
2025-12-23 14:48,Admin - Google Chrome
2025-12-23 14:49,Admin - Google Chrome
2025-12-23 14:50,Admin - Google Chrome
2025-12-23 14:51,Admin - Google Chrome
2025-12-23 14:52,Admin - Google Chrome
2025-12-23 14:53,Admin - Google Chrome
2025-12-23 14:54,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 14:55,社内システム情報管理
2025-12-23 14:56,社内システム情報管理
2025-12-23 14:57,PCその他のタブを 3 する - エクスプローラー
2025-12-23 14:58,設定
2025-12-23 14:59,社内システム情報管理
2025-12-23 15:00,社内システム情報管理
2025-12-23 15:01,チャット | 情報システム推進室 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 15:02,（想定問答集）
2025-12-23 15:03,全ユーザーサイド - 期限管理（社内） - すべてのアイテム - Google Chrome
2025-12-23 15:04,全ユーザーサイド - 期限管理（社内） - すべてのアイテム - Google Chrome
2025-12-23 15:05,全ユーザーサイド - 期限管理（社内） - すべてのアイテム - Google Chrome
2025-12-23 15:06,全ユーザーサイド - 期限管理（社内） - すべてのアイテム - Google Chrome
2025-12-23 15:07,全ユーザーサイド - 期限管理（社内） - すべてのアイテム - Google Chrome
2025-12-23 15:08,2025その他のタブを 2 する - エクスプローラー
2025-12-23 15:09,Outlook
2025-12-23 15:10,[TECHNIQUE-3178] userside.incのSSL証明書取得（稟議番号：営業25-007） | 課題の表示 | Backlog - Google Chrome
2025-12-23 15:11,すべてのメール アイテム - akasaka.kazuyuki@userside.inc - Outlook
2025-12-23 15:12,すべてのメール アイテム - akasaka.kazuyuki@userside.inc - Outlook
2025-12-23 15:13,すべてのメール アイテム - akasaka.kazuyuki@userside.inc - Outlook
2025-12-23 15:14,新しいタブ - Google Chrome
2025-12-23 15:15,アルファSSL +31日　今日契約 - Google 検索 - Google Chrome
2025-12-23 15:16,[TECHNIQUE-3178] userside.incのSSL証明書取得（稟議番号：営業25-007） | 課題の表示 | Backlog - Google Chrome
2025-12-23 15:17,全ユーザーサイド - 期限管理（社内） - すべてのアイテム - Google Chrome
2025-12-23 15:18,[TECHNIQUE-3178] userside.incのSSL証明書取得（稟議番号：営業25-007） | 課題の表示 | Backlog - Google Chrome
2025-12-23 15:19,[TECHNIQUE-3178] userside.incのSSL証明書取得（稟議番号：営業25-007） | 課題の表示 | Backlog - Google Chrome
2025-12-23 15:20,[TECHNIQUE-3178] userside.incのSSL証明書取得（稟議番号：営業25-007） | 課題の表示 | Backlog - Google Chrome
2025-12-23 15:21,
2025-12-23 15:22,細川藤丸 - エクスプローラー
2025-12-23 15:23,SSL証明書CSR作成・インストール - エクスプローラー
2025-12-23 15:24,GMOグローバルサイン【公式】｜ SSL・電子署名・クライアント認証 - Google Chrome
2025-12-23 15:25,GMOグローバルサイン【公式】｜ SSL・電子署名・クライアント認証 - Google Chrome
2025-12-23 15:26,パスワードについて.txt - メモ帳
2025-12-23 15:27,株式会社MID ALFA（旧_株式会社北海道ブブ） - OneNote
2025-12-23 15:28,GlobalSign Certificate Center. - Google Chrome
2025-12-23 15:29,幸楽輸送株式会社 - OneNote
2025-12-23 15:30,GlobalSign Certificate Center. - Google Chrome
2025-12-23 15:31,全ユーザーサイド - 期限管理（社内） - すべてのアイテム - Google Chrome
2025-12-23 15:32,Windows の既定のロック画面
2025-12-23 15:33,Windows の既定のロック画面
2025-12-23 15:34,Windows の既定のロック画面
2025-12-23 15:35,Windows の既定のロック画面
2025-12-23 15:36,Windows の既定のロック画面
2025-12-23 15:37,Windows の既定のロック画面
2025-12-23 15:38,Windows の既定のロック画面
2025-12-23 15:39,Windows の既定のロック画面
2025-12-23 15:40,Windows の既定のロック画面
2025-12-23 15:41,Windows の既定のロック画面
2025-12-23 15:42,IDLE/Locked
2025-12-23 15:43,作業の基本的な流れ - OneNote
2025-12-23 15:44,個人宛 - akasaka.kazuyuki@userside.inc - Outlook
2025-12-23 15:45,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025-12-23 15:46,チャット | 一般 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-23 15:47,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 15:48,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 15:49,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 15:50,アカウント登録･PCセットアップ - エクスプローラー
2025-12-23 15:51,工数ログ_20251222_0915開始.csv - Excel
2025-12-23 15:52,98_工数ログ用その他のタブを 2 する - エクスプローラー
2025-12-23 15:53,業務TodoList
2025-12-23 15:54,業務TodoList
2025-12-23 15:55,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 15:56,98_工数ログ用その他のタブを 3 する - エクスプローラー
2025-12-23 15:57,業務TodoList
2025-12-23 15:58,Veeam Data Cloud - Google Chrome
2025-12-23 15:59,
2025-12-23 16:00,Google Gemini - Google Chrome
2025-12-23 16:01,Veeamデータクラウド - Google Chrome
2025-12-23 16:02,Veeamデータクラウド - Google Chrome
2025-12-23 16:03,Veeamデータクラウド - Google Chrome
2025-12-23 16:04,Veeamデータクラウド - Google Chrome
2025-12-23 16:05,Veeamデータクラウド - Google Chrome
2025-12-23 16:06,Veeamデータクラウド - Google Chrome
2025-12-23 16:07,Veeamデータクラウド - Google Chrome
2025-12-23 16:08,Google Gemini - Google Chrome
2025-12-23 16:09,Veeamデータクラウド - Google Chrome
2025-12-23 16:10,Google Gemini - Google Chrome
2025-12-23 16:11,Veeamデータクラウド - Google Chrome
2025-12-23 16:12,Veeamデータクラウド - Google Chrome
2025-12-23 16:13,Google Gemini - Google Chrome
2025-12-23 16:14,Veeamデータクラウド - Google Chrome
2025-12-23 16:15,ダウンロード とその他 1 個のタブ - エクスプローラー
2025-12-23 16:16,Veeamデータクラウド - Google Chrome
2025-12-23 16:17,ホームその他のタブを 4 する - エクスプローラー
2025-12-23 16:18,02_分析用その他のタブを 4 する - エクスプローラー
2025-12-23 16:19,LINE WORKS
2025-12-23 16:20,LINE WORKS
2025-12-23 16:21,個人宛 - akasaka.kazuyuki@userside.inc - Outlook
2025-12-23 16:22,LINE WORKS
2025-12-23 16:23,Outlook Today - Outlook
2025-12-23 16:24,Outlook Today - Outlook
2025-12-23 16:25,ダウンロード とその他 1 個のタブ - エクスプローラー
2025-12-23 16:26,Veeamデータクラウド - Google Chrome
2025-12-23 16:27,Veeamデータクラウド - Google Chrome
2025-12-23 16:28,Veeamデータクラウド - Google Chrome
2025-12-23 16:29,02_分析用その他のタブを 4 する - エクスプローラー
2025-12-23 16:30,Veeamデータクラウド - Google Chrome
2025-12-23 16:31,akasaka.kazuyuki とその他 1 個のタブ - エクスプローラー
2025-12-23 16:32,Veeamデータクラウド - Google Chrome
2025-12-23 16:33,Veeamデータクラウド - Google Chrome
2025-12-23 16:34,Veeamデータクラウド - Google Chrome
2025-12-23 16:35,Veeamデータクラウド - Google Chrome
2025-12-23 16:36,Veeamデータクラウド - Google Chrome
2025-12-23 16:37,Veeamデータクラウド - Google Chrome
2025-12-23 16:38,Veeamデータクラウド - Google Chrome
2025-12-23 16:39,Veeamデータクラウド - Google Chrome
2025-12-23 16:40,Veeamデータクラウド - Google Chrome
2025-12-23 16:41,Veeamデータクラウド - Google Chrome
2025-12-23 16:42,Veeamデータクラウド - Google Chrome
2025-12-23 16:43,Veeamデータクラウド - Google Chrome
2025-12-23 16:44,Veeamデータクラウド - Google Chrome
2025-12-23 16:45,Veeamデータクラウド - Google Chrome
2025-12-23 16:46,Veeamデータクラウド - Google Chrome
2025-12-23 16:47,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 16:48,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 16:49,Veeamデータクラウド - Google Chrome
2025-12-23 16:50,Veeamデータクラウド - Google Chrome
2025-12-23 16:51,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 16:52,Veeamデータクラウド - Google Chrome
2025-12-23 16:53,Veeamデータクラウド - Google Chrome
2025-12-23 16:54,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 16:55,未設定 (ワークスペース) - Antigravity - dashboard.py
2025-12-23 16:56,Veeamデータクラウド - Google Chrome
2025-12-23 16:57,Veeamデータクラウド - Google Chrome
2025-12-23 16:58,LINE WORKS
2025-12-23 16:59,Veeamデータクラウド - Google Chrome
