日時,ウィンドウタイトル
2025/12/24 16:25,GenAI Use Cases - Google Chrome
2025/12/24 16:26,Google Gemini - Google Chrome
2025/12/24 16:27,GenAI Use Cases - Google Chrome
2025/12/24 16:28,GenAI Use Cases - Google Chrome
2025/12/24 16:29,Google Gemini - Google Chrome
2025/12/24 16:30,GenAI Use Cases - Google Chrome
2025/12/24 16:31,GenAI Use Cases - Google Chrome
2025/12/24 16:32,Google Gemini - Google Chrome
2025/12/24 16:33,GenAI Use Cases - Google Chrome
2025/12/24 16:34,Google Gemini - Google Chrome
2025/12/24 16:35,Google Gemini - Google Chrome
2025/12/24 16:36,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 16:37,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 16:38,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 16:39,未設定 (ワークスペース) - Antigravity - Walkthrough
2025/12/24 16:40,工数分析ダッシュボード - Google Chrome
2025/12/24 16:41,GenAI Use Cases - Google Chrome
2025/12/24 16:42,GenAI Use Cases - Google Chrome
2025/12/24 16:43,02_分析用その他のタブを 4 する - エクスプローラー
2025/12/24 16:44,GenAI Use Cases - Google Chrome
2025/12/24 16:45,Google Gemini - Google Chrome
2025/12/24 16:46,Google Gemini - Google Chrome
2025/12/24 16:47,Google Gemini - Google Chrome
2025/12/24 16:48,Google Gemini - Google Chrome
2025/12/24 16:49,工数分析ダッシュボード - Google Chrome
2025/12/24 16:50,02_分析用その他のタブを 4 する - エクスプローラー
2025/12/24 16:51,マイ ノートブック - Google Chrome
2025/12/24 16:52,Google Gemini - Google Chrome
2025/12/24 16:53,Google Gemini - Google Chrome
2025/12/24 16:54,Google Gemini - Google Chrome
2025/12/24 16:55,Google Gemini - Google Chrome
2025/12/24 16:56,Google Gemini - Google Chrome
2025/12/24 16:57,Google Gemini - Google Chrome
2025/12/24 16:58,Google Gemini - Google Chrome
2025/12/24 16:59,GenAI Use Cases - Google Chrome
2025/12/24 17:00,【フォーム】不具合管理票_2025.xls  -  互換モード - Excel
2025/12/24 17:01,Google Gemini - Google Chrome
2025/12/24 17:02,Google Gemini - Google Chrome
2025/12/24 17:03,GenAI Use Cases - Google Chrome
2025/12/24 17:04,GenAI Use Cases - Google Chrome
2025/12/24 17:05,GenAI Use Cases - Google Chrome
2025/12/24 17:06,Google Gemini - Google Chrome
2025/12/24 17:07,Google Gemini - Google Chrome
2025/12/24 17:08,GenAI Use Cases - Google Chrome
2025/12/24 17:09,GenAI Use Cases - Google Chrome
2025/12/24 17:10,GenAI Use Cases - Google Chrome
2025/12/24 17:11,GenAI Use Cases - Google Chrome
2025/12/24 17:12,LINE WORKS
2025/12/24 17:13,GenAI Use Cases - Google Chrome
2025/12/24 17:14,GenAI Use Cases - Google Chrome
2025/12/24 17:15,GenAI Use Cases - Google Chrome
2025/12/24 17:16,LINE WORKS
2025/12/24 17:17,LINE WORKS
2025/12/24 17:18,GenAI Use Cases - Google Chrome
2025/12/24 17:19,GenAI Use Cases - Google Chrome
2025/12/24 17:20,GenAI Use Cases - Google Chrome
2025/12/24 17:21,工数分析レポート_202512.xlsx - Excel
2025/12/24 17:22,営業部 - ドキュメント - 営業数字データ※廣川利用 - すべてのドキュメント - Google Chrome
2025/12/24 17:23,UserSideMs 売上検索 - Google Chrome
2025/12/24 17:24,SALES_SLIP (1).xls - Excel
2025/12/24 17:25,売上データ.xlsm - Excel
2025/12/24 17:26,RORDER_SLIP.xls - Excel
2025/12/24 17:27,UserSideMs 受注検索 - Google Chrome
2025/12/24 17:28,売上データ.xlsm - Excel
2025/12/24 17:29,拡張機能 - Google Chrome
2025/12/24 17:30,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/24 17:31,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/24 17:32,売上データ.xlsm - Excel
2025/12/24 17:33,マイ ノートブック - Google Chrome
2025/12/24 17:34,工数分析レポート_202512.xlsx - Excel
2025/12/24 17:35,未設定 (ワークスペース) - Antigravity - Task
2025/12/24 17:36,未設定 (ワークスペース) - Antigravity - Task
2025/12/24 17:37,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/24 17:38,11_US_sharepointその他のタブを 2 する - エクスプローラー
2025/12/24 17:39,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/24 17:40,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/24 17:41,マイ ノートブック - Google Chrome
2025/12/24 17:42,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025/12/24 17:43,工数分析ダッシュボード - Google Chrome
2025/12/24 17:44,工数分析ダッシュボード - Google Chrome
2025/12/24 17:45,工数分析ダッシュボード - Google Chrome
2025/12/24 17:46,連絡先その他のタブを 5 する - エクスプローラー
2025/12/24 17:47,未設定 (ワークスペース) - Antigravity - Task
2025/12/24 17:48,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 17:49,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 17:50,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 17:51,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 17:52,工数分析ダッシュボード - Google Chrome
2025/12/24 17:53,工数分析ダッシュボード - Google Chrome
2025/12/24 17:54,未設定 (ワークスペース) - Antigravity - Implementation Plan
2025/12/24 17:55,LINE WORKS
2025/12/24 17:56,02_分析用その他のタブを 4 する - エクスプローラー
2025/12/24 17:57,工数分析レポート_202512.xlsx - Excel
2025/12/24 17:58,工数分析レポート_202512.xlsx - Excel
2025/12/24 17:59,
2025/12/24 18:00,工数分析レポート_202512.xlsx - Excel
2025/12/24 18:01,工数分析レポート_202512.xlsx - Excel
2025/12/24 18:02,工数分析レポート_202512.xlsx - Excel
2025/12/24 18:03,工数分析レポート_202512.xlsx - Excel
2025/12/24 18:04,工数分析レポート_202512.xlsx - Excel
2025/12/24 18:05,工数分析レポート_202512.xlsx - Excel
2025/12/24 18:06,営業部 - 営業数字データ※廣川利用その他のタブを 2 する - エクスプローラー
2025/12/24 18:07,売上実績データ（廣川利用）その他のタブを 2 する - エクスプローラー
2025/12/24 18:08,売上実績データ（廣川利用）その他のタブを 2 する - エクスプローラー
2025/12/24 18:09,営業部 - 営業数字データ※廣川利用その他のタブを 2 する - エクスプローラー
2025/12/24 18:10,どこでもぽちっと - Google Chrome
2025/12/24 18:11,Windows の既定のロック画面
2025/12/24 18:12,Windows の既定のロック画面
2025/12/24 18:13,Windows の既定のロック画面
2025/12/24 18:14,Windows の既定のロック画面
2025/12/24 18:15,Windows の既定のロック画面
2025/12/24 18:16,Windows の既定のロック画面
2025/12/24 18:17,Windows の既定のロック画面
2025/12/24 18:18,Windows の既定のロック画面
2025/12/24 18:19,Windows の既定のロック画面
2025/12/24 18:20,Windows の既定のロック画面
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
