日時,ウィンドウタイトル
2025-12-25 17:21,Google Gemini - Google Chrome
2025-12-25 17:22,Google Gemini - Google Chrome
2025-12-25 17:23,Google Gemini - Google Chrome
2025-12-25 17:24,Google Gemini - Google Chrome
2025-12-25 17:25,Google Gemini - Google Chrome
2025-12-25 17:26,Google Gemini - Google Chrome
2025-12-25 17:27,Google Gemini - Google Chrome
2025-12-25 17:28,*requirements.md - メモ帳
2025-12-25 17:29,Google Gemini - Google Chrome
2025-12-25 17:30,Google Gemini - Google Chrome
2025-12-25 17:31,Google Gemini - Google Chrome
2025-12-25 17:32,strategic_cockpit_final_v14_20251225_1731.html - Google Chrome
2025-12-25 17:33,01_logフォルダその他のタブを 5 する - エクスプローラー
2025-12-25 17:34,2022年7月.xlsx - Excel
2025-12-25 17:35,Google Gemini - Google Chrome
2025-12-25 17:36,strategic_cockpit_final_v14_20251225_1731.html - Google Chrome
2025-12-25 17:37,strategic_cockpit_master_20251225_1632.html - Google Chrome
2025-12-25 17:38,Google Gemini - Google Chrome
2025-12-25 17:39,Google Gemini - Google Chrome
2025-12-25 17:40,requirements.md - メモ帳
2025-12-25 17:41,strategic_cockpit_final_v14_20251225_1740.html - Google Chrome
2025-12-25 17:42,*上段の「月別売上推移」・「技術担当課別 売上構成（今季累計）」のグラフ - メモ帳
2025-12-25 17:43,*上段の「月別売上推移」・「技術担当課別 売上構成（今季累計）」のグラフ - メモ帳
2025-12-25 17:44,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 17:45,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 17:46,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 17:47,UserSideMs 受注検索 - Google Chrome
2025-12-25 17:48,UserSideMs 売上検索 - Google Chrome
2025-12-25 17:49,SALES_SLIP.xls - Excel
2025-12-25 17:50,UserSideMs　受注入力画面 - Google Chrome
2025-12-25 17:51,売上データ.xlsm - Excel
2025-12-25 17:52,RORDER_SLIP (1).xls - Excel
2025-12-25 17:53,完了
2025-12-25 17:54,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025-12-25 17:55,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025-12-25 17:56,チャット | 一般 | ユーザーサイド株式会社 | akasaka.kazuyuki@userside.inc | Microsoft Teams
2025-12-25 17:57,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025-12-25 17:58,営業見通し管理表_ver.3.2.xlsx - Google Chrome
2025-12-25 17:59,LINE WORKS
2025-12-25 18:00,LINE WORKS
2025-12-25 18:01,LINE WORKS
2025-12-25 18:02,売上伝票データ※作成中
2025-12-25 18:03,売上伝票データ※作成中
2025-12-25 18:04,売上伝票データ※作成中
2025-12-25 18:05,売上伝票データ※作成中
2025-12-25 18:06,売上伝票データ※作成中
2025-12-25 18:07,営業部 - 営業数字データ※廣川利用その他のタブを 5 する - エクスプローラー
2025-12-25 18:08,営業部 - ドキュメント - すべてのドキュメント - Google Chrome
2025-12-25 18:09,営業部 - ドキュメント - 売上実績データ（廣川利用） - すべてのドキュメント - Google Chrome
2025-12-25 18:10,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:11,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:12,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:13,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:14,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:15,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:16,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:17,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:18,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:19,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:20,strategic_cockpit_final_v14_20251225_1744.html - Google Chrome
2025-12-25 18:21,GenAI Use Cases - Google Chrome
2025-12-25 18:22,GenAI Use Cases - Google Chrome
2025-12-25 18:23,GenAI Use Cases - Google Chrome
2025-12-25 18:24,GenAI Use Cases - Google Chrome
